Address;Name;Goodput;Delay
127.0.0.1;Bulk_0;12.820512771606445;78.0
127.0.0.1;Bulk_0;62.5;16.0
127.0.0.1;Bulk_0;52.63157653808594;19.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;62.5;16.0
127.0.0.1;Bulk_0;23.80952262878418;42.0
127.0.0.1;Bulk_0;35.71428680419922;28.0
127.0.0.1;Bulk_0;47.61904525756836;21.0
127.0.0.1;Bulk_0;40.0;25.0
127.0.0.1;Bulk_0;33.33333206176758;30.0
127.0.0.1;Bulk_0;20.83333396911621;48.0
127.0.0.1;Bulk_0;18.867923736572266;53.0
127.0.0.1;Bulk_0;31.25;32.0
127.0.0.1;Bulk_0;18.518518447875977;54.0
127.0.0.1;Bulk_0;16.66666603088379;60.0
127.0.0.1;Bulk_0;31.25;32.0
127.0.0.1;Bulk_0;18.518518447875977;54.0
127.0.0.1;Bulk_0;37.03703689575195;27.0
127.0.0.1;Bulk_0;9.174311637878418;109.0
127.0.0.1;Bulk_0;40.0;25.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;30.30303192138672;33.0
127.0.0.1;Bulk_0;29.411766052246094;34.0
127.0.0.1;Bulk_0;13.157894134521484;76.0
127.0.0.1;Bulk_0;10.101009368896484;99.0
127.0.0.1;Bulk_0;8.849557876586914;113.0
127.0.0.1;Bulk_0;21.276596069335938;47.0
127.0.0.1;Bulk_0;17.241378784179688;58.0
127.0.0.1;Bulk_0;20.83333396911621;48.0
127.0.0.1;Bulk_0;9.090909004211426;110.0
127.0.0.1;Bulk_0;13.513513565063477;74.0
127.0.0.1;Bulk_0;19.60784339904785;51.0
127.0.0.1;Bulk_0;47.61904525756836;21.0
127.0.0.1;Bulk_0;16.66666603088379;60.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;25.0;40.0
127.0.0.1;Bulk_0;27.027027130126953;37.0
127.0.0.1;Bulk_0;16.393444061279297;61.0
127.0.0.1;Bulk_0;23.255813598632812;43.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;29.411766052246094;34.0
127.0.0.1;Bulk_0;58.82353210449219;17.0
127.0.0.1;Bulk_0;43.4782600402832;23.0
127.0.0.1;Bulk_0;31.25;32.0
127.0.0.1;Bulk_0;30.30303192138672;33.0
127.0.0.1;Bulk_0;83.33333587646484;12.0
127.0.0.1;Bulk_0;27.027027130126953;37.0
127.0.0.1;Bulk_0;45.45454788208008;22.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;62.5;16.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;17.85714340209961;56.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;33.33333206176758;30.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;62.5;16.0
127.0.0.1;Bulk_0;20.0;50.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;23.255813598632812;43.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;33.33333206176758;30.0
127.0.0.1;Bulk_0;13.513513565063477;74.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;18.18181800842285;55.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;23.255813598632812;43.0
127.0.0.1;Bulk_0;45.45454788208008;22.0
127.0.0.1;Bulk_0;32.25806427001953;31.0
127.0.0.1;Bulk_0;30.30303192138672;33.0
127.0.0.1;Bulk_0;71.42857360839844;14.0
127.0.0.1;Bulk_0;17.543859481811523;57.0
127.0.0.1;Bulk_0;47.61904525756836;21.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;22.72727394104004;44.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;15.625;64.0
127.0.0.1;Bulk_0;34.482757568359375;29.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;50.0;20.0
127.0.0.1;Bulk_0;31.25;32.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;14.08450698852539;71.0
127.0.0.1;Bulk_0;62.5;16.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;20.408164978027344;49.0
127.0.0.1;Bulk_0;32.25806427001953;31.0
127.0.0.1;Bulk_0;30.30303192138672;33.0
127.0.0.1;Bulk_0;33.33333206176758;30.0
127.0.0.1;Bulk_0;16.129032135009766;62.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;71.42857360839844;14.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;9.803921699523926;102.0
127.0.0.1;Bulk_0;16.94915199279785;59.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;33.33333206176758;30.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;23.255813598632812;43.0
127.0.0.1;Bulk_0;35.71428680419922;28.0
127.0.0.1;Bulk_0;14.925373077392578;67.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;33.33333206176758;30.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;17.85714340209961;56.0
127.0.0.1;Bulk_0;11.235955238342285;89.0
127.0.0.1;Bulk_0;23.80952262878418;42.0
127.0.0.1;Bulk_0;50.0;20.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;47.61904525756836;21.0
127.0.0.1;Bulk_0;15.625;64.0
127.0.0.1;Bulk_0;17.241378784179688;58.0
127.0.0.1;Bulk_0;9.708738327026367;103.0
127.0.0.1;Bulk_0;8.130081176757812;123.0
127.0.0.1;Bulk_0;15.625;64.0
127.0.0.1;Bulk_0;25.0;40.0
127.0.0.1;Bulk_0;25.64102554321289;39.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;20.83333396911621;48.0
127.0.0.1;Bulk_0;17.85714340209961;56.0
127.0.0.1;Bulk_0;8.928571701049805;112.0
127.0.0.1;Bulk_0;20.83333396911621;48.0
127.0.0.1;Bulk_0;55.5555534362793;18.0
127.0.0.1;Bulk_0;27.77777671813965;36.0
127.0.0.1;Bulk_0;43.4782600402832;23.0
127.0.0.1;Bulk_0;13.157894134521484;76.0
127.0.0.1;Bulk_0;18.867923736572266;53.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;10.204082489013672;98.0
127.0.0.1;Bulk_0;12.5;80.0
127.0.0.1;Bulk_0;24.390243530273438;41.0
127.0.0.1;Bulk_0;18.518518447875977;54.0
127.0.0.1;Bulk_0;18.518518447875977;54.0
127.0.0.1;Bulk_0;12.658227920532227;79.0
127.0.0.1;Bulk_0;11.90476131439209;84.0
127.0.0.1;Bulk_0;22.72727394104004;44.0
127.0.0.1;Bulk_0;17.241378784179688;58.0
127.0.0.1;Bulk_0;16.66666603088379;60.0
127.0.0.1;Bulk_0;76.92308044433594;13.0
127.0.0.1;Bulk_0;23.255813598632812;43.0
127.0.0.1;Bulk_0;12.658227920532227;79.0
127.0.0.1;Bulk_0;45.45454788208008;22.0
127.0.0.1;Bulk_0;52.63157653808594;19.0
127.0.0.1;Bulk_0;16.66666603088379;60.0
127.0.0.1;Bulk_0;15.384614944458008;65.0
127.0.0.1;Bulk_0;18.867923736572266;53.0
127.0.0.1;Bulk_0;25.0;40.0
127.0.0.1;Bulk_0;52.63157653808594;19.0
127.0.0.1;Bulk_0;15.625;64.0
127.0.0.1;Bulk_0;21.276596069335938;47.0
127.0.0.1;Bulk_0;16.129032135009766;62.0
127.0.0.1;Bulk_0;30.30303192138672;33.0
127.0.0.1;Bulk_0;9.90099048614502;101.0
127.0.0.1;Bulk_0;50.0;20.0
127.0.0.1;Bulk_0;13.698630332946777;73.0
127.0.0.1;Bulk_0;35.71428680419922;28.0
127.0.0.1;Bulk_0;12.345678329467773;81.0
127.0.0.1;Bulk_0;22.72727394104004;44.0
127.0.0.1;Bulk_0;16.393444061279297;61.0
127.0.0.1;Bulk_0;21.7391300201416;46.0
127.0.0.1;Bulk_0;11.627906799316406;86.0
127.0.0.1;Bulk_0;10.204082489013672;98.0
127.0.0.1;Bulk_0;24.390243530273438;41.0
127.0.0.1;Bulk_0;33.33333206176758;30.0
127.0.0.1;Bulk_0;10.8695650100708;92.0
127.0.0.1;Bulk_0;43.4782600402832;23.0
127.0.0.1;Bulk_0;20.83333396911621;48.0
127.0.0.1;Bulk_0;20.83333396911621;48.0
127.0.0.1;Bulk_0;20.408164978027344;49.0
127.0.0.1;Bulk_0;10.0;100.0
127.0.0.1;Bulk_0;18.867923736572266;53.0
127.0.0.1;Bulk_0;23.255813598632812;43.0
127.0.0.1;Bulk_0;76.92308044433594;13.0
127.0.0.1;Bulk_0;22.22222328186035;45.0
127.0.0.1;Bulk_0;11.494253158569336;87.0
127.0.0.1;Bulk_0;31.25;32.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;10.8695650100708;92.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;12.195121765136719;82.0
127.0.0.1;Bulk_0;25.64102554321289;39.0
127.0.0.1;Bulk_0;71.42857360839844;14.0
127.0.0.1;Bulk_0;31.25;32.0
127.0.0.1;Bulk_0;38.46154022216797;26.0
127.0.0.1;Bulk_0;15.873015403747559;63.0
127.0.0.1;Bulk_0;62.5;16.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;50.0;20.0
127.0.0.1;Bulk_0;31.25;32.0
127.0.0.1;Bulk_0;47.61904525756836;21.0
127.0.0.1;Bulk_0;15.384614944458008;65.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;24.390243530273438;41.0
127.0.0.1;Bulk_0;71.42857360839844;14.0
127.0.0.1;Bulk_0;10.75268840789795;93.0
127.0.0.1;Bulk_0;52.63157653808594;19.0
127.0.0.1;Bulk_0;20.0;50.0
127.0.0.1;Bulk_0;45.45454788208008;22.0
127.0.0.1;Bulk_0;19.230770111083984;52.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;32.25806427001953;31.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;30.30303192138672;33.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;66.66666412353516;15.0
127.0.0.1;Bulk_0;76.92308044433594;13.0
127.0.0.1;Bulk_0;9.523809432983398;105.0
127.0.0.1;Bulk_0;19.60784339904785;51.0
127.0.0.1;Bulk_0;62.5;16.0
127.0.0.1;Bulk_0;23.80952262878418;42.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;76.92308044433594;13.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;83.33333587646484;12.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;14.705883026123047;68.0
127.0.0.1;Bulk_0;16.129032135009766;62.0
127.0.0.1;Bulk_0;50.0;20.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;15.873015403747559;63.0
127.0.0.1;Bulk_0;76.92308044433594;13.0
127.0.0.1;Bulk_0;21.276596069335938;47.0
127.0.0.1;Bulk_0;125.0;8.0
127.0.0.1;Bulk_0;33.33333206176758;30.0
127.0.0.1;Bulk_0;30.30303192138672;33.0
127.0.0.1;Bulk_0;20.408164978027344;49.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;62.5;16.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;20.408164978027344;49.0
127.0.0.1;Bulk_0;47.61904525756836;21.0
127.0.0.1;Bulk_0;7.874015808105469;127.0
127.0.0.1;Bulk_0;9.523809432983398;105.0
127.0.0.1;Bulk_0;16.129032135009766;62.0
127.0.0.1;Bulk_0;31.25;32.0
127.0.0.1;Bulk_0;10.98901081085205;91.0
127.0.0.1;Bulk_0;25.0;40.0
127.0.0.1;Bulk_0;21.276596069335938;47.0
127.0.0.1;Bulk_0;13.157894134521484;76.0
127.0.0.1;Bulk_0;6.944444179534912;144.0
127.0.0.1;Bulk_0;11.764705657958984;85.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;66.66666412353516;15.0
127.0.0.1;Bulk_0;16.66666603088379;60.0
127.0.0.1;Bulk_0;10.101009368896484;99.0
127.0.0.1;Bulk_0;33.33333206176758;30.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;47.61904525756836;21.0
127.0.0.1;Bulk_0;50.0;20.0
127.0.0.1;Bulk_0;34.482757568359375;29.0
127.0.0.1;Bulk_0;32.25806427001953;31.0
127.0.0.1;Bulk_0;40.0;25.0
127.0.0.1;Bulk_0;14.492753982543945;69.0
127.0.0.1;Bulk_0;22.72727394104004;44.0
127.0.0.1;Bulk_0;7.352941513061523;136.0
127.0.0.1;Bulk_0;11.627906799316406;86.0
127.0.0.1;Bulk_0;12.5;80.0
127.0.0.1;Bulk_0;14.492753982543945;69.0
127.0.0.1;Bulk_0;47.61904525756836;21.0
127.0.0.1;Bulk_0;34.482757568359375;29.0
127.0.0.1;Bulk_0;16.129032135009766;62.0
127.0.0.1;Bulk_0;13.513513565063477;74.0
127.0.0.1;Bulk_0;11.235955238342285;89.0
127.0.0.1;Bulk_0;43.4782600402832;23.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;71.42857360839844;14.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;30.30303192138672;33.0
127.0.0.1;Bulk_0;22.72727394104004;44.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;58.82353210449219;17.0
127.0.0.1;Bulk_0;25.0;40.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;83.33333587646484;12.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;13.888888359069824;72.0
127.0.0.1;Bulk_0;32.25806427001953;31.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;12.048192024230957;83.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;125.0;8.0
127.0.0.1;Bulk_0;76.92308044433594;13.0
127.0.0.1;Bulk_0;19.60784339904785;51.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;34.482757568359375;29.0
127.0.0.1;Bulk_0;15.625;64.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;76.92308044433594;13.0
127.0.0.1;Bulk_0;125.0;8.0
127.0.0.1;Bulk_0;29.411766052246094;34.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;18.518518447875977;54.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;50.0;20.0
127.0.0.1;Bulk_0;16.129032135009766;62.0
127.0.0.1;Bulk_0;12.820512771606445;78.0
127.0.0.1;Bulk_0;21.276596069335938;47.0
127.0.0.1;Bulk_0;29.411766052246094;34.0
127.0.0.1;Bulk_0;22.22222328186035;45.0
127.0.0.1;Bulk_0;13.333333015441895;75.0
127.0.0.1;Bulk_0;16.393444061279297;61.0
127.0.0.1;Bulk_0;40.0;25.0
127.0.0.1;Bulk_0;12.195121765136719;82.0
127.0.0.1;Bulk_0;17.85714340209961;56.0
127.0.0.1;Bulk_0;18.867923736572266;53.0
127.0.0.1;Bulk_0;11.627906799316406;86.0
127.0.0.1;Bulk_0;32.25806427001953;31.0
127.0.0.1;Bulk_0;7.57575798034668;132.0
127.0.0.1;Bulk_0;22.72727394104004;44.0
127.0.0.1;Bulk_0;76.92308044433594;13.0
127.0.0.1;Bulk_0;55.5555534362793;18.0
127.0.0.1;Bulk_0;17.241378784179688;58.0
127.0.0.1;Bulk_0;12.345678329467773;81.0
127.0.0.1;Bulk_0;16.94915199279785;59.0
127.0.0.1;Bulk_0;24.390243530273438;41.0
127.0.0.1;Bulk_0;33.33333206176758;30.0
127.0.0.1;Bulk_0;29.411766052246094;34.0
127.0.0.1;Bulk_0;41.66666793823242;24.0
127.0.0.1;Bulk_0;16.94915199279785;59.0
127.0.0.1;Bulk_0;10.75268840789795;93.0
127.0.0.1;Bulk_0;11.764705657958984;85.0
127.0.0.1;Bulk_0;43.4782600402832;23.0
127.0.0.1;Bulk_0;9.803921699523926;102.0
127.0.0.1;Bulk_0;35.71428680419922;28.0
127.0.0.1;Bulk_0;35.71428680419922;28.0
127.0.0.1;Bulk_0;27.77777671813965;36.0
127.0.0.1;Bulk_0;33.33333206176758;30.0
127.0.0.1;Bulk_0;15.15151596069336;66.0
127.0.0.1;Bulk_0;20.83333396911621;48.0
127.0.0.1;Bulk_0;8.2644624710083;121.0
127.0.0.1;Bulk_0;17.241378784179688;58.0
127.0.0.1;Bulk_0;12.98701286315918;77.0
127.0.0.1;Bulk_0;28.571428298950195;35.0
127.0.0.1;Bulk_0;14.08450698852539;71.0
127.0.0.1;Bulk_0;33.33333206176758;30.0
127.0.0.1;Bulk_0;20.83333396911621;48.0
127.0.0.1;Bulk_0;33.33333206176758;30.0
127.0.0.1;Bulk_0;15.625;64.0
127.0.0.1;Bulk_0;14.705883026123047;68.0
127.0.0.1;Bulk_0;19.60784339904785;51.0
127.0.0.1;Bulk_0;31.25;32.0
127.0.0.1;Bulk_0;71.42857360839844;14.0
127.0.0.1;Bulk_0;21.276596069335938;47.0
127.0.0.1;Bulk_0;14.08450698852539;71.0
127.0.0.1;Bulk_0;17.241378784179688;58.0
127.0.0.1;Bulk_0;14.285714149475098;70.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;16.66666603088379;60.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;14.08450698852539;71.0
127.0.0.1;Bulk_0;43.4782600402832;23.0
127.0.0.1;Bulk_0;47.61904525756836;21.0
127.0.0.1;Bulk_0;33.33333206176758;30.0
127.0.0.1;Bulk_0;20.408164978027344;49.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;31.25;32.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;13.513513565063477;74.0
127.0.0.1;Bulk_0;55.5555534362793;18.0
127.0.0.1;Bulk_0;11.764705657958984;85.0
127.0.0.1;Bulk_0;12.98701286315918;77.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;18.18181800842285;55.0
127.0.0.1;Bulk_0;11.764705657958984;85.0
127.0.0.1;Bulk_0;20.408164978027344;49.0
127.0.0.1;Bulk_0;20.0;50.0
127.0.0.1;Bulk_0;29.411766052246094;34.0
127.0.0.1;Bulk_0;41.66666793823242;24.0
127.0.0.1;Bulk_0;29.411766052246094;34.0
127.0.0.1;Bulk_0;47.61904525756836;21.0
127.0.0.1;Bulk_0;16.129032135009766;62.0
127.0.0.1;Bulk_0;16.66666603088379;60.0
127.0.0.1;Bulk_0;11.90476131439209;84.0
127.0.0.1;Bulk_0;66.66666412353516;15.0
127.0.0.1;Bulk_0;30.30303192138672;33.0
127.0.0.1;Bulk_0;24.390243530273438;41.0
127.0.0.1;Bulk_0;9.90099048614502;101.0
127.0.0.1;Bulk_0;8.333333015441895;120.0
127.0.0.1;Bulk_0;9.433961868286133;106.0
127.0.0.1;Bulk_0;33.33333206176758;30.0
127.0.0.1;Bulk_0;62.5;16.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;9.708738327026367;103.0
127.0.0.1;Bulk_0;11.111111640930176;90.0
127.0.0.1;Bulk_0;58.82353210449219;17.0
127.0.0.1;Bulk_0;47.61904525756836;21.0
127.0.0.1;Bulk_0;25.0;40.0
127.0.0.1;Bulk_0;71.42857360839844;14.0
127.0.0.1;Bulk_0;45.45454788208008;22.0
127.0.0.1;Bulk_0;24.390243530273438;41.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;18.18181800842285;55.0
127.0.0.1;Bulk_0;37.03703689575195;27.0
127.0.0.1;Bulk_0;19.230770111083984;52.0
127.0.0.1;Bulk_0;9.803921699523926;102.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;37.03703689575195;27.0
127.0.0.1;Bulk_0;12.5;80.0
127.0.0.1;Bulk_0;6.944444179534912;144.0
127.0.0.1;Bulk_0;30.30303192138672;33.0
127.0.0.1;Bulk_0;31.25;32.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;32.25806427001953;31.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;43.4782600402832;23.0
127.0.0.1;Bulk_0;22.22222328186035;45.0
127.0.0.1;Bulk_0;41.66666793823242;24.0
127.0.0.1;Bulk_0;9.090909004211426;110.0
127.0.0.1;Bulk_0;19.60784339904785;51.0
127.0.0.1;Bulk_0;16.129032135009766;62.0
127.0.0.1;Bulk_0;50.0;20.0
127.0.0.1;Bulk_0;66.66666412353516;15.0
127.0.0.1;Bulk_0;15.873015403747559;63.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;10.638298034667969;94.0
127.0.0.1;Bulk_0;40.0;25.0
